product_1_star,product_2_star,product_3_star,product_4_star,product_5_star,product_avg_rating,product_img,product_url
0%,1%,3%,5%,92%,4.9,https://images-na.ssl-images-amazon.com/images/I/713RMliztIL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Microphone-noot-products-K12/dp/B07TKBTCVS/ref=sr_1_32?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017975&sprefix=headp%2Caps%2C314&sr=8-32
1%,0%,6%,6%,87%,4.8,https://images-na.ssl-images-amazon.com/images/I/71OpGvsy0RL.__AC_SY300_SX300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Microphone-noot-products-K12/dp/B07TKBTCVS/ref=sr_1_32?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017975&sprefix=headp%2Caps%2C314&sr=8-32
3%,1%,3%,9%,84%,4.7,https://m.media-amazon.com/images/I/51QxA-98Q+L._AC_SX342_SY445_.jpg,https://www.amazon.com//Headphones-Microphone-noot-products-K12/dp/B07TKBTCVS/ref=sr_1_32?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017975&sprefix=headp%2Caps%2C314&sr=8-32
0%,2%,3%,11%,84%,4.8,https://images-na.ssl-images-amazon.com/images/I/51kalFzHKdL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Microphone-noot-products-K12/dp/B07TKBTCVS/ref=sr_1_32?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017975&sprefix=headp%2Caps%2C314&sr=8-32
2%,0%,3%,6%,89%,4.8,https://images-na.ssl-images-amazon.com/images/I/71nTnRBWW6L.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Microphone-noot-products-K12/dp/B07TKBTCVS/ref=sr_1_32?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017975&sprefix=headp%2Caps%2C314&sr=8-32
0%,0%,3%,19%,78%,4.8,https://images-na.ssl-images-amazon.com/images/I/51heBgNPg-L.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Microphone-noot-products-K12/dp/B07TKBTCVS/ref=sr_1_32?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017975&sprefix=headp%2Caps%2C314&sr=8-32
0%,1%,3%,10%,85%,4.8,https://images-na.ssl-images-amazon.com/images/I/81enFh4oiwL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Microphone-noot-products-K12/dp/B07TKBTCVS/ref=sr_1_32?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017975&sprefix=headp%2Caps%2C314&sr=8-32
0%,0%,4%,9%,87%,4.8,https://images-na.ssl-images-amazon.com/images/I/81T59yozmpL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Microphone-noot-products-K12/dp/B07TKBTCVS/ref=sr_1_32?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017975&sprefix=headp%2Caps%2C314&sr=8-32
2%,0%,2%,7%,89%,4.8,https://images-na.ssl-images-amazon.com/images/I/61cxhin4XqL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Microphone-noot-products-K12/dp/B07TKBTCVS/ref=sr_1_32?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017975&sprefix=headp%2Caps%2C314&sr=8-32
0%,0%,3%,8%,89%,4.9,https://images-na.ssl-images-amazon.com/images/I/81Xy2cU4qQL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Microphone-noot-products-K12/dp/B07TKBTCVS/ref=sr_1_32?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017975&sprefix=headp%2Caps%2C314&sr=8-32
0%,1%,2%,12%,86%,4.8,https://images-na.ssl-images-amazon.com/images/I/41q2J2EY9MS.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Microphone-noot-products-K12/dp/B07TKBTCVS/ref=sr_1_32?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017975&sprefix=headp%2Caps%2C314&sr=8-32
0%,0%,0%,13%,87%,4.9,https://images-na.ssl-images-amazon.com/images/I/61Fvb1vkxIL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Microphone-noot-products-K12/dp/B07TKBTCVS/ref=sr_1_32?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017975&sprefix=headp%2Caps%2C314&sr=8-32
1%,1%,2%,9%,87%,4.8,https://images-na.ssl-images-amazon.com/images/I/61HL0tbcVPL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Microphone-noot-products-K12/dp/B07TKBTCVS/ref=sr_1_32?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017975&sprefix=headp%2Caps%2C314&sr=8-32
1%,2%,2%,7%,88%,4.8,https://images-na.ssl-images-amazon.com/images/I/81ydKOdA0sL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Vic-Kidphones-Non-electronic-Isolation-headphones/dp/B000Z31GGE/ref=sr_1_48?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017979&sprefix=headp%2Caps%2C314&sr=8-48
2%,1%,3%,9%,85%,4.8,https://images-na.ssl-images-amazon.com/images/I/81UrUMCKXDL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Vic-Kidphones-Non-electronic-Isolation-headphones/dp/B000Z31GGE/ref=sr_1_48?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017979&sprefix=headp%2Caps%2C314&sr=8-48
2%,1%,3%,9%,85%,4.8,https://m.media-amazon.com/images/I/71I0lybSq+L._AC_SY300_SX300_.jpg,https://www.amazon.com//Vic-Kidphones-Non-electronic-Isolation-headphones/dp/B000Z31GGE/ref=sr_1_48?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017979&sprefix=headp%2Caps%2C314&sr=8-48
2%,1%,3%,10%,84%,4.7,https://images-na.ssl-images-amazon.com/images/I/71Aclgd057L.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Vic-Kidphones-Non-electronic-Isolation-headphones/dp/B000Z31GGE/ref=sr_1_48?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017979&sprefix=headp%2Caps%2C314&sr=8-48
1%,2%,4%,13%,80%,4.7,https://images-na.ssl-images-amazon.com/images/I/71GYpKox90L.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Vic-Kidphones-Non-electronic-Isolation-headphones/dp/B000Z31GGE/ref=sr_1_48?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017979&sprefix=headp%2Caps%2C314&sr=8-48
2%,2%,3%,11%,83%,4.7,https://images-na.ssl-images-amazon.com/images/I/61rC-yMhtZL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Vic-Kidphones-Non-electronic-Isolation-headphones/dp/B000Z31GGE/ref=sr_1_48?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017979&sprefix=headp%2Caps%2C314&sr=8-48
2%,1%,5%,13%,79%,4.7,https://m.media-amazon.com/images/I/71EjJm0+2UL._AC_SY300_SX300_.jpg,https://www.amazon.com//Vic-Kidphones-Non-electronic-Isolation-headphones/dp/B000Z31GGE/ref=sr_1_48?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017979&sprefix=headp%2Caps%2C314&sr=8-48
3%,2%,3%,10%,82%,4.7,https://images-na.ssl-images-amazon.com/images/I/61mq3DocJ1L.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Vic-Kidphones-Non-electronic-Isolation-headphones/dp/B000Z31GGE/ref=sr_1_48?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017979&sprefix=headp%2Caps%2C314&sr=8-48
1%,1%,4%,13%,81%,4.7,https://images-na.ssl-images-amazon.com/images/I/61YaH4ekhVL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Vic-Kidphones-Non-electronic-Isolation-headphones/dp/B000Z31GGE/ref=sr_1_48?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017979&sprefix=headp%2Caps%2C314&sr=8-48
2%,2%,4%,13%,79%,4.7,https://images-na.ssl-images-amazon.com/images/I/816xGwuaaOL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Vic-Kidphones-Non-electronic-Isolation-headphones/dp/B000Z31GGE/ref=sr_1_48?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017979&sprefix=headp%2Caps%2C314&sr=8-48
3%,1%,3%,9%,84%,4.7,https://m.media-amazon.com/images/I/51-+O3-wFxL._AC_SX342_SY445_.jpg,https://www.amazon.com//Vic-Kidphones-Non-electronic-Isolation-headphones/dp/B000Z31GGE/ref=sr_1_48?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017979&sprefix=headp%2Caps%2C314&sr=8-48
3%,2%,4%,10%,82%,4.7,https://images-na.ssl-images-amazon.com/images/I/519EahgX90L.__AC_SY300_SX300_QL70_ML2_.jpg,https://www.amazon.com//Vic-Kidphones-Non-electronic-Isolation-headphones/dp/B000Z31GGE/ref=sr_1_48?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017979&sprefix=headp%2Caps%2C314&sr=8-48
4%,1%,3%,9%,83%,4.7,https://images-na.ssl-images-amazon.com/images/I/714og8zjjDL.__AC_SX342_SY445_QL70_ML2_.jpg,https://www.amazon.com//Vic-Kidphones-Non-electronic-Isolation-headphones/dp/B000Z31GGE/ref=sr_1_48?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017979&sprefix=headp%2Caps%2C314&sr=8-48
1%,1%,4%,13%,80%,4.7,https://images-na.ssl-images-amazon.com/images/I/71cBALUrUAL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_64?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017982&sprefix=headp%2Caps%2C314&sr=8-64
2%,1%,4%,13%,80%,4.7,https://images-na.ssl-images-amazon.com/images/I/51eL8U9VWaS.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_64?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017982&sprefix=headp%2Caps%2C314&sr=8-64
2%,2%,4%,11%,81%,4.7,https://images-na.ssl-images-amazon.com/images/I/813vag8o5QL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_64?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017982&sprefix=headp%2Caps%2C314&sr=8-64
2%,1%,4%,13%,81%,4.7,https://images-na.ssl-images-amazon.com/images/I/71iHz1BCPCL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_64?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017982&sprefix=headp%2Caps%2C314&sr=8-64
2%,1%,3%,8%,85%,4.7,https://m.media-amazon.com/images/I/81+jNVOUsJL._AC_SY300_SX300_.jpg,https://www.amazon.com//i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_64?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017982&sprefix=headp%2Caps%2C314&sr=8-64
2%,3%,5%,8%,82%,4.7,https://images-na.ssl-images-amazon.com/images/I/61CY7Q7m3kL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_64?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017982&sprefix=headp%2Caps%2C314&sr=8-64
3%,3%,3%,6%,85%,4.7,https://m.media-amazon.com/images/I/81ZiNYR+U8L._AC_SY300_SX300_.jpg,https://www.amazon.com//i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_64?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017982&sprefix=headp%2Caps%2C314&sr=8-64
2%,1%,4%,12%,80%,4.7,https://images-na.ssl-images-amazon.com/images/I/51jnken0iML.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_64?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017982&sprefix=headp%2Caps%2C314&sr=8-64
2%,1%,3%,14%,81%,4.7,https://images-na.ssl-images-amazon.com/images/I/71MMiygUlVL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_64?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017982&sprefix=headp%2Caps%2C314&sr=8-64
3%,2%,4%,11%,81%,4.7,https://m.media-amazon.com/images/I/51-jZfpT+DL._AC_SY300_SX300_.jpg,https://www.amazon.com//i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_64?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017982&sprefix=headp%2Caps%2C314&sr=8-64
2%,1%,4%,12%,81%,4.7,https://images-na.ssl-images-amazon.com/images/I/91GF91SSNIL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_64?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017982&sprefix=headp%2Caps%2C314&sr=8-64
2%,3%,5%,9%,81%,4.7,https://images-na.ssl-images-amazon.com/images/I/71RhWeHVeLL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_64?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017982&sprefix=headp%2Caps%2C314&sr=8-64
1%,3%,4%,9%,83%,4.7,https://images-na.ssl-images-amazon.com/images/I/71e3CokPkDL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_64?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017982&sprefix=headp%2Caps%2C314&sr=8-64
3%,2%,4%,8%,84%,4.7,https://images-na.ssl-images-amazon.com/images/I/31Ptw7FPAAL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_64?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017982&sprefix=headp%2Caps%2C314&sr=8-64
4%,1%,3%,8%,84%,4.7,https://m.media-amazon.com/images/I/81+jNVOUsJL._AC_SY300_SX300_.jpg,https://www.amazon.com//LilGadgets-Connect-Headphones-SharePort-Children/dp/B07Y2G745C/ref=sr_1_80?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017986&sprefix=headp%2Caps%2C314&sr=8-80
3%,2%,3%,10%,83%,4.7,https://images-na.ssl-images-amazon.com/images/I/61zM6Ixx25L.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//LilGadgets-Connect-Headphones-SharePort-Children/dp/B07Y2G745C/ref=sr_1_80?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017986&sprefix=headp%2Caps%2C314&sr=8-80
3%,3%,0%,5%,89%,4.7,https://images-na.ssl-images-amazon.com/images/I/81xlpv2kBjL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//LilGadgets-Connect-Headphones-SharePort-Children/dp/B07Y2G745C/ref=sr_1_80?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017986&sprefix=headp%2Caps%2C314&sr=8-80
0%,0%,0%,12%,88%,4.9,https://images-na.ssl-images-amazon.com/images/I/71ZYH3HU2vL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//LilGadgets-Connect-Headphones-SharePort-Children/dp/B07Y2G745C/ref=sr_1_80?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017986&sprefix=headp%2Caps%2C314&sr=8-80
5%,0%,0%,8%,87%,4.7,https://images-na.ssl-images-amazon.com/images/I/61v1UdeyxmL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//LilGadgets-Connect-Headphones-SharePort-Children/dp/B07Y2G745C/ref=sr_1_80?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017986&sprefix=headp%2Caps%2C314&sr=8-80
2%,2%,5%,13%,78%,4.6,https://images-na.ssl-images-amazon.com/images/I/61xoxvuPsAS.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//LilGadgets-Connect-Headphones-SharePort-Children/dp/B07Y2G745C/ref=sr_1_80?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017986&sprefix=headp%2Caps%2C314&sr=8-80
0%,4%,0%,10%,86%,4.8,https://images-na.ssl-images-amazon.com/images/I/81wc1xwT1JL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//LilGadgets-Connect-Headphones-SharePort-Children/dp/B07Y2G745C/ref=sr_1_80?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017986&sprefix=headp%2Caps%2C314&sr=8-80
2%,2%,3%,6%,87%,4.7,https://images-na.ssl-images-amazon.com/images/I/91KJCoWxogL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//LilGadgets-Connect-Headphones-SharePort-Children/dp/B07Y2G745C/ref=sr_1_80?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017986&sprefix=headp%2Caps%2C314&sr=8-80
1%,4%,4%,8%,84%,4.7,https://images-na.ssl-images-amazon.com/images/I/41kdNA1wnNL.__AC_SY445_SX342_QL70_ML2_.jpg,https://www.amazon.com//LilGadgets-Connect-Headphones-SharePort-Children/dp/B07Y2G745C/ref=sr_1_80?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017986&sprefix=headp%2Caps%2C314&sr=8-80
3%,1%,3%,12%,81%,4.7,https://images-na.ssl-images-amazon.com/images/I/71So77iFC6L.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//LilGadgets-Connect-Headphones-SharePort-Children/dp/B07Y2G745C/ref=sr_1_80?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017986&sprefix=headp%2Caps%2C314&sr=8-80
2%,2%,3%,9%,84%,4.7,https://images-na.ssl-images-amazon.com/images/I/71y01f8C3vL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//LilGadgets-Connect-Headphones-SharePort-Children/dp/B07Y2G745C/ref=sr_1_80?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017986&sprefix=headp%2Caps%2C314&sr=8-80
0%,0%,0%,0%,100%,5.0,https://images-na.ssl-images-amazon.com/images/I/71LGcHrwfIL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//LilGadgets-Connect-Headphones-SharePort-Children/dp/B07Y2G745C/ref=sr_1_80?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017986&sprefix=headp%2Caps%2C314&sr=8-80
2%,0%,6%,9%,83%,4.7,https://images-na.ssl-images-amazon.com/images/I/41unN25D6gL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Adjustable-Tangle-Free-Children-Parental/dp/B07PNQ9QVR/ref=sr_1_96?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017989&sprefix=headp%2Caps%2C314&sr=8-96
2%,3%,3%,8%,84%,4.7,https://images-na.ssl-images-amazon.com/images/I/612oYRSDxbL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Adjustable-Tangle-Free-Children-Parental/dp/B07PNQ9QVR/ref=sr_1_96?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017989&sprefix=headp%2Caps%2C314&sr=8-96
2%,1%,2%,15%,81%,4.7,https://images-na.ssl-images-amazon.com/images/I/61AzLDN3YOL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Adjustable-Tangle-Free-Children-Parental/dp/B07PNQ9QVR/ref=sr_1_96?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017989&sprefix=headp%2Caps%2C314&sr=8-96
4%,2%,4%,12%,78%,4.6,https://images-na.ssl-images-amazon.com/images/I/71gOFlhEYuL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Adjustable-Tangle-Free-Children-Parental/dp/B07PNQ9QVR/ref=sr_1_96?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017989&sprefix=headp%2Caps%2C314&sr=8-96
2%,2%,2%,14%,79%,4.7,https://images-na.ssl-images-amazon.com/images/I/61BUDPYPb6S.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Adjustable-Tangle-Free-Children-Parental/dp/B07PNQ9QVR/ref=sr_1_96?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017989&sprefix=headp%2Caps%2C314&sr=8-96
3%,2%,4%,11%,80%,4.6,https://m.media-amazon.com/images/I/61aD1xs+gwL._AC_SY300_SX300_.jpg,https://www.amazon.com//Headphones-Adjustable-Tangle-Free-Children-Parental/dp/B07PNQ9QVR/ref=sr_1_96?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017989&sprefix=headp%2Caps%2C314&sr=8-96
3%,2%,6%,14%,75%,4.6,https://images-na.ssl-images-amazon.com/images/I/61pwHe8ejgS.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Adjustable-Tangle-Free-Children-Parental/dp/B07PNQ9QVR/ref=sr_1_96?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017989&sprefix=headp%2Caps%2C314&sr=8-96
2%,2%,5%,15%,76%,4.6,https://images-na.ssl-images-amazon.com/images/I/61JcYeMnkzL.__AC_SX300_SY300_QL70_ML2_.jpg,https://www.amazon.com//Headphones-Adjustable-Tangle-Free-Children-Parental/dp/B07PNQ9QVR/ref=sr_1_96?crid=A88Q82ATWW8O&keywords=headphones&qid=1640017989&sprefix=headp%2Caps%2C314&sr=8-96
